"Calculate the interest rate (between 0 and 1) for an account that started with $5,000 and now has $13,000 and has been compounded annually for the past 12 years. Answer with the numeric value.",0.0932,0.0828,0.0756,0.0654,B,theoremQA-Finance
"Estimate the PEG ratio for a firm that has the following characteristics:
Length of high growth = five years
Growth rate in first five years = 25%
Payout ratio in first five years = 20%
Growth rate after five years = 8%
Payout ratio after five years = 50%
Beta = 1.0 
Risk-free rate = T-bond rate = 6%
Cost of equity = 6% + 1(5.5%) = 11.5%
Risk premium = 5.5%
What is the estimated PEG ratio for this firm?",1.30,0.85,1.00,1.15,D,theoremQA-Finance
"Universal Fur is located in Clyde, Baffin Island, and sells high-quality fur bow ties throughout the world at a price of $5 each. The production function for fur bow ties (q) is given by q = 240x - 2x^2, where x is the quantity of pelts used each week. Pelts are supplied only by Dan's Trading Post, which obtains them by hiring Eskimo trappers at a rate of $10 per day. Dan's weekly production function for pelts is given by x = \sqrt{l}, where l represents the number of days of Eskimo time used each week. For a quasi-competitive case in which both Universal Fur and Dan's Trading Post act as price-takers for pelts, what will be the equilibrium price (p_x) for pelt?",800,700,600,500,C,theoremQA-Finance
"Suppose there is a 50-50 chance that an individual with logarithmic utility from wealth and with a current wealth of $20,000 will suffer a loss of $10,000 from a car accident. Insurance is competitively provided at actuarially fair rates. Compute the utility if the individual buys full insurance.",8.500,9.000,9.616,10.000,C,theoremQA-Finance
"The current price of gold is $412 per ounce. The storage cost is $2 per ounce per year, payable quaterly in advance. Assuming a constant intrest rate of 9% compounded quarterly, what is the theoretial forward price of gold for delivery in 9 months?",442.02,460.30,450.50,435.67,A,theoremQA-Finance
"A state issues a 15 year $1000 bond that pays $25 every six months. If the current market interest rate is 4%, what is the fair market value of the bond?",1200.00,1050.00,1111.97,1000.00,C,theoremQA-Finance
"Mr. Jackson bought his house in 1995, and financed the loan for 30 years at an interest rate of 7.8%. His monthly payment was $1260. In 2015, Mr. Jackson decides to pay off the loan. Find the balance of the loan he still owes.",150000.00,104761.48,120000.00,135000.00,B,theoremQA-Finance
"Three years ago, Fred invested $10,000 in the shares of ABC Corp. Each year, the company distributed dividends to its shareholders. Each year, Fred received $100 in dividends. Note that since Fred received $100 in dividends each year, his total income is $300. Today, Fred sold his shares for $12,000. What is the holding period return of his investment?",0.23,0.30,0.20,0.15,A,theoremQA-Finance
Consider two 5 year bonds: one has a 9% coupon and sells for 101.00; the other has a 7% coupon and sells for 93.20. What is the price of a 5-year zero-coupon bond.,80.2,75.6,65.9,70.3,C,theoremQA-Finance
"Assume the Black-Scholes framework. For $t \ge 0$, let $S(t)$ be the time-$t$ price of a nondividend-paying stock. You are given:
(i) $S(0)=0.5
(ii) The stock price process is $\frac{dS(t)}{S(t)} = 0.05dt+0.2dZ(t)$ where $Z(t)$ is a standart Brownian motion.
(iii) $E[S(1)^\alpha]=1.4$, where $\alpha$ is a negative constant.
(iv) The continuously compounded risk-free interest rate is $3%$.
Consider a contingent claim that pays $S(1)^\alpha$ at time 1. What is the time-0 price of the contigent claim?",1.372,1.450,1.500,1.250,A,theoremQA-Finance
"A debt of $25,000 is to be amortized over 7 years at 7% interest. What value of monthly payments will achieve this?",5000.00,4638.83,4800.00,4500.00,B,theoremQA-Finance
"The returns on a stock are 2.45% at 2018, 5.42% at 2019, -13.83% at 2020. What is the compound annual rate (between -1 and 1) of return over the three years.",-0.023669,0.01498,0.02143,-0.03678,A,theoremQA-Finance
"The perfectly competitive videotape-copying industry is composed of many firms that can copy five tapes per day at an average cost of $10 per tape. Each firm must also pay a royalty to film studios, and the per-film royalty rate (r) is an increasing function of total industry output (Q): r = 0.002Q. Demand is given by Q = D(P) = 1,050 - 50P. Assuming the industry is in long-run equilibrium, what will be the equilibrium price of copied tapes?",10,12,15,11,D,theoremQA-Finance
What is the effective rates for 3% compounded monthly?,0.0301,0.0304,0.025,0.035,B,theoremQA-Finance
"A teacher wants to invest $30,000 into an account that compounds annually. The interest rate at this bank is 1.8%. How much money will be in the account after 6 years?",35000.00,31000.00,32000.00,33389.35,D,theoremQA-Finance
"Suppose a European call option on a barrel of crude oil with a strike price of $50 and a maturity of one-month, trades for $5. What is the price of the put premium with identical strike price and time until expiration, if the one-month risk-free rate is 2% and the spot price of the underlying asset is $52?",1.50,4.80,2.92,3.20,C,theoremQA-Finance
"Assume that the Black-Scholes framework holds. The price of a nondividened-paying stock is $30. The price of a put option on this stock is $4.00. You are given $(i) $\Delta=-0.28$. (ii) $\Gamma=0.10$ Using the delta-gamma approximation, determine the price of the put option if the stock price changes to $31.50.",4.5,4.2,2.9,3.7,D,theoremQA-Finance
"For an American perpetual option within the Black-Scholes framework, you are given: (i) $h_1 + h_2$ = 7/9 (ii) The continuously compounded risk-free interest rate is 5%. (iii) σ = 0.30. What is the value of $h_1$?",2.50,1.51,1.25,0.75,B,theoremQA-Finance
"Suppose there are 100 identical firms in a perfectly competitive industry. Each firm has a short-run total cost function of the form C(q) = rac{1}{300}q^3 + 0.2q^2 + 4q + 10. Suppose market demand is given by Q = -200P + 8,000. What will be the short-run equilibrium price?",25,20,35,30,A,theoremQA-Finance
A monopolist can produce at constant average and marginal costs of AC = MC = 5. The firm faces a market demand curve given by Q = 53 - P. Calculate the consumer surplus obtained by consumers under perfect competition (where price = marginal cost)?,1000,1250,1050,1152,D,theoremQA-Finance
"Each day Paul, who is in third grade, eats lunch at school. He likes only Twinkies (t) and soda (s), and these provide him a utility of utility = U(t,s) = \sqrt{ts}. If Twinkies cost $0.10 each and soda costs $0.25 per cup, Paul's mom gives him $1, how many Twinkies should Paul buy to maximize utility?",4,3,5,2,C,theoremQA-Finance
"Mr. Norman Schwartz, age 30, wants to take out a $15,000 insurance policy. What will be his difference in annual premiums between a 20-payment life policy and an ordinary life paid-up-at 65 policy? If he dies at age 62, how much will he have paid in for each policy?",$29.55,$28.55,$31.55,$30.55,A,stemez-Business
"lf 10% and 20% discounts are both given on the"" Speedway Racing Set"", list-priced at $32, what is the net price?",$30.00,$26.00,$28.80,$23.04,D,stemez-Business
"The population of Victoria is approximately 42,600. Ten years ago, the population was approximately 30,000. Find the percent of increase.",50%,45%,42%,40%,C,stemez-Business
A Speedway Racing Set is list-priced at $84. It is later discounted at 20% and 10%. What is the net price?,$68.12,$75.24,$60.48,$73.60,C,stemez-Business
Mr.Lakerpurchased a one-year insurance policy with a premiumof $42 on August 15. He canceled it on October 12. How much was his refund?,$10.92,$42,$26,$31.08,D,stemez-Business
"Mr. and Mrs. Miller paid $32,700 for their house and land. They estimate that the land is worth $5,500. If they want to insurethe house at 80% of its estimated value, how much insuranceshould they purchase?","$27,200","$21,760","$5,500","$32,700",B,stemez-Business
"Mr. Williams, upon filing a petition for bankruptcy, stated that he had a total of only $2,240 in assets, with liabilities amounting to $5,600. How much money can Mr. Johnson, a creditor, expect to receive if he has a claim of $1,725?","$5,600",$690,"$1,725","$2,240",B,stemez-Business
"VelcoCorporation shows a profit to common shareholders of $5,250. If the corporation has 1,250 shares of stock outstanding, what isVelco' s earnings per share?",$3.50,$4.20,$5.00,$4.50,B,stemez-Business
"Mr. Samuels purchased 50 shares of stock when the round lot price was 146(1/8). The odd-lot differential on the sale is 1/4 of a point. Using the table of Brokerage Rates below, calculate the Commission on the sale. BROKERAGE RATES ON ODD LOTS Amount of Purchase Commission $100 - $799 2.0% plus $4.40 up to $65 $800 - $2,499 1.3% plus $10 up to $65 $2,500 and above .9% plus $20 up to $65",$20,$85.87,$65,"$7,318.75",C,stemez-Business
"Boy Alcott and Jon Buxton are partners in a steel company. They share the net income in proportion to their average investments. On January 1, Alcott invested $4,000 and Buxton invested $5,000. On May 1, Alcott invested an additional $2,000 and Buxton invested $1,750. On September 1, Alcott withdrew $500. On November 1, each partner invested an additional $2,000. The net profit for the year was $8,736. Find each partner's share of the profit.","Alcott's share: $4,004, Buxton's share: $4,732","Alcott's share: $5,000, Buxton's share: $3,736","Alcott's share: $4,732, Buxton's share: $4,004","Alcott's share: $4,500, Buxton's share: $4,236",A,stemez-Business
"Mr. Joseph Miles and Mr. Gary Rose are partners in a manufacturing company. Mr. Miles receives a salary of $600 a month, and the balance of the profits is to be divided equally. During their first year, profits were $6,000. How much did each receive?","Mr. Miles received $6,600 and Mr. Rose lost $600","Mr. Miles received $7,200 and Mr. Rose received $600","Mr. Miles received $7,200 and Mr. Rose lost $600","Mr. Miles received $6,000 and Mr. Rose received $600",A,stemez-Business
"The Extruded Plastics Company distributes overhead to each of its six departments according to the ratio of total overhead to the total direct labor costs. During January, the total overhead for the factory was $20,000; the total direct labor cost $140,000. Find the ratio to be applied to all departments. Then find the amount to be charged to the Quality Control Department whose direct labor costs for the month were $16,000.","$1,142.86","$2,285.71","$3,500","$4,000",B,stemez-Business
"Reeves Corporation is going to pay a total dividend of $50,000 for the year.The Corporation has 1,000 shares of 6%, $50 par value preferred stock outstanding, as well as 5,000 shares of common stock outstanding.Find the dividendsper share for each class of stock.","$4 for preferred stock, $10 for common stock","$3 for preferred stock, $9.40 for common stock","$5 for preferred stock, $8.40 for common stock","$2 for preferred stock, $9.50 for common stock",B,stemez-Business
"Mr. Griffin, age 22 and single, uses his car strictly for pleasure. His insurance coverage includes 25-and-50 bodily injury liability and $10,000 property damage insurance. If Mr. Griffin lives in 04 territory and has had no accidents, what is the cost of his coverage?",$41,$183.30,$37,$78,B,stemez-Business
"After crossing through a red light, Tom Patrick's car struck another car, injuring five persons. Through a court action, he was required to pay them $27,000, $14,000, $6,000, $5,000 and $2,700, respectively. If Mr. Patrick has 50-and-100 bodily injury insurance, how much did his insurance company pay?","$27,000","$54,700","$50,000","$100,000",B,stemez-Business
Mr. Smith purchased a car for $4250. He was allowed $500 for his old car as a down payment. The balance was paid in 25 equal monthly payments of $180. What was the interest rate (nearest 10th of 1%)? Use the constant ratio formula.,20.5%,18.5%,17.5%,15.5%,B,stemez-Business
"Mike sold an automobile that cost him $12,640 for $11,628.80. What percent is the selling price of the cost?",95%,88%,92%,90%,C,stemez-Business
"TheAlforsCompany had a beginning inventory of $30,000, Jan 1, 1974. During the year, purchases amounted to $87,500, net sales to $102,000. Assuming that the gross profit rate is 40% of the net sales, what is the ending inventory using the gross profit method of inventory evaluation?","$60,400","$50,200","$56,300","$65,500",C,stemez-Business
A man shipped his car to Israel. In the United States his car averaged 10 miles to the gallon of gas. He now wishes to convert this figure in order to compare his car's efficiency to that of the Israeli cars. Convert the miles per gallon to kilometers per liter.,4.16 kilometers per liter,3.7 kilometers per liter,5.3 kilometers per liter,2.2 kilometers per liter,A,stemez-Business
"Armco Truck Rental Co. charges $32 per day, $.22 per mile, and $.55 per gallon of gasoline for renting its trucks. Additional hours a day are charged at $2.75 per hour. Mr. Williams rented a truck for 2 days and 3 hours. He drove it 320 miles, and used 30 gallons of gasoline. What was the total cost?",$162.75,$175.40,$159.15,$145.25,C,stemez-Business
"What is the net amount obtained from $4,500.00 successively discounted at 20%, 15% and 2(1/2)%?","$2,983.50","$3,060","$3,600",$900,A,stemez-Business
"If the list price of a watch is $300 and the net price is $174, what is the percentage discount offered?",38%,40%,36%,42%,D,stemez-Business
What percent of .65% is .42%?,800%,646%,700%,500%,B,stemez-Business
"(a) Given the two discount series of 30-10-2(1/2) % and 25-15-2%, which is better? (b) Given the discount series 15-15% and the single rate of 30%, which is better?",The series 25-15-2% and the single rate of 30% are better,The series 25-15-2% and the series 15-15% are better,The series 30-10-2(1/2) % and the series 15-15% are better,The series 30-10-2(1/2) % and the single rate of 30% are better,D,stemez-Business
(a) Convert 678 cm to feet. (b) Convert 316 liters to dry pints. (c) Convert 50 kg to pounds.,"20 ft, 550 pints, 100 pounds","24 ft, 600 pints, 120 pounds","25 ft, 580 pints, 115 pounds","22 ft, 575.12 pints, 110 pounds",D,stemez-Business
"Firestone's Clothing Store had an August 1 inventory of $2,300. During August, new merchandise purchases totaled $1,125,and sales were $3,485. If the margin on sales was 18%, estimate the final inventory on August 31.","$3,485",$567.30,$627.30,"$2,857.70",B,stemez-Business
"What is the cost of renting a compact car for 2 days and 4 hours, and driving it 364 miles? CAR RENTAL SCHEDULE Local and One-Way Car Rate per Day Rate per Week Rate for Extra Hours Compact $12.00 per day $.14 per mile gas included $60.00 per week $.14 per mile gas included $2.75 per hour over 24 $.14 per mile gas included Standard $16.00 per day $.16 per mile gas included $80.00 per day $.16 per mile gas included $2.75 per hour over 24 $.16 per mile gas included Luxury $20.00 per day $.18 per mile gas included $100.00 per day $.18 per mile gas included $2.75 per hour over 24 $.18 per mile gas included MINIMUM CHARGE: 24-hour rate INSURANCE: (per day or any part thereof): Collision, $1.20; Liability, $1.20",$93.16,$102.30,$78.20,$84.96,A,stemez-Business
"George and Richard Martin, partners in a law firm, pay $6300 in annual rent. When their lease expires, their new rent will be $715 per month. What percent of increase will they be paying?",30%,40%,36%,25%,C,stemez-Business
"George Mason bought a new grand piano for $8,650. He made a down payment of $1,000 and paid the balance in 20 equal monthly installments of $425. What rate of interest was he paying (to nearest 10th of 1%)?",11.2%,13.5%,15.8%,12.7%,D,stemez-Business
"As a result of a blow-out, Frank Lincoln's car swerved and hit John Martin's car.Leon Taylor, a passenger in Mr. Martin's car, had medical expenses of $6,251. Mr. Martin's medical billscame to $75. If Lincoln had 5/10 bodily injury insurance, howmuch will his insurance company pay?","$5,075","$10,000","$6,251","$5,000",A,stemez-Business
"The Neighborhood Cooperative Market declared a 6% dividend on investment and a 4(1/2) % dividend on patronage. If Mr. Schwartz owns 5 shares with a par value of $50 each, and $983 in receipts for the year, what will his total dividend be?",$15,$74.24,$59.24,$44.24,C,stemez-Business
"On July 7, Magee Data stock sold at a high of 23(1/8) and a low of 22(5/8). Giant Industrials sold for a high of 24(1/4) and a low of 23(1/2). Mr. Taylor purchased 300 shares of Magee Data at the high of the day and 400 shares of Giant Industrials at the low of the day. What was the cost of his purchase?","$15,337.50","$16,337.50","$17,337.50","$18,337.50",B,stemez-Business
"The Adam Manufacturing Co. distributes its overhead by using the ratio of total overhead to total prime cost. If the total overhead is $44,733, the total direct labor is $185,600, and the total materials used are $54,900, find (a) the overhead percent of prime cost, (b) the overhead charge to a department with a prime cost of $32,600.","22.3%, $7,200","15.6%, $5,800","18.6%, $6,063.60","20.5%, $5,000",C,stemez-Business
"A department store distributes its overhead based on the direct labor cost. If the overhead for one month was $4,200, and the direct labor cost of the department store was $35,000, find (a) what per-cent overhead is of direct labor and (b) the cost of overhead for thehousewaresdepartment, which has a labor cost of $5,340.","10%, $534.00","8%, $427.20","12%, $640.80","15%, $801.00",C,stemez-Business
"Evans and King are partners in a copying service. Evans invested $8,500 and King invested $6,500. The profits for the year were $9,600. If the partners agreed to divide profits and losses according to their initial investments, how were the profits divided?","Evans' share is $4,160 and King's share is $5,440","Evans' share is $5,440 and King's share is $4,160",Both Evans and King receive equal shares,"Evans' share is $6,500 and King's share is $3,100",B,stemez-Business
"From this information compute: a) The current ratio. b) The quick asset ratio. c) The net working capital. 1. Current Assets: Current Liabilities Cash $22,150 Accounts Payable $28,500 Marketable Securities 16,000 Notes Payable 20,000 Other Bills Payable 10,000 Accounts Receivable 30,450 Inventories 25,000 Total $93,600 Total $58,500","Current ratio: 1.6, Quick asset ratio: 1.17, Net working capital: $35,100","Current ratio: 1.6, Quick asset ratio: 1.2, Net working capital: $35,000","Current ratio: 1.7, Quick asset ratio: 1.1, Net working capital: $40,100","Current ratio: 1.5, Quick asset ratio: 1.2, Net working capital: $30,100",A,stemez-Business
"From the facts given below, calculate the net profit for the Flamingo Restaurant for the month of October: food on hand as of October 1, $609.31; purchases during the month, $1,827.63; sales during the month, $4,501.16; rent, $175.00; salaries, $580.15; supplies, $89.47; miscellaneous expenses, $50.83; food on hand as of October 31, $215.76.","$2,221.18","$4,501.16","$3,116.63","$1,384.53",D,stemez-Business
"TheNovelcoCorporation has 1,000 shares of cumulative preferredstock outstanding, as well as 20,000 shares of commonstock. The preferred stock has a par value of $100 pershare, and pays dividends at the rate of 6%. During the firsttwo years of operation,Novelcohad the following amountsavailable for dividends: First year - None Second year - $14,000 Find the dividends per year for each class of stock.","$14,000 for preferred stock and $0 for common stock","$10,000 for preferred stock and $4,000 for common stock","$6,000 for preferred stock and $8,000 for common stock","$12,000 for preferred stock and $2,000 for common stock",D,stemez-Business
"Amalgamated Corp. offered one of its Vice Presidents an option to purchase 1000 shares of its common stock on June 21 at 95% of its average price for the day. If Amalgamated' s high for the day was 19(3/8) and its low was 18(3/4), at what price per share was the option awarded?",$19.0625 per share,$18.75 per share,$18.109375 per share,$20.00 per share,C,stemez-Business
"The Johnson Supply Company distributes its $3,160 of overhead on the basis of square feet occupied. Find the amount charged to each of the following departments, given their respective areas. Department Area Raw Materials Manufacturing Storage Administrative 2,500 sq. ft. 5,000 sq. ft. 2,000 sq. ft 500 sq. ft.","$800, $1600, $650, $150","$780, $1560, $630, $155","$750, $1550, $600, $160","$790, $1580, $632, $158",D,stemez-Business
"On January 3, Mr.Totteninsured his store against fire loss for$350,000 at $.95 per $100, as well as the contents of the storefor $500,000 at $.86 per $100. On July 6 he canceled thepolicy. What was his refund?","$2,973.75","$3,325","$4,651.25","$7,625",C,stemez-Business
"ThomasSidencarries property-damage insurance on his car witha limit of $5,000. He damages Frank Hartman's car in anaccident to the extent of $2,350. How much will his insurancecompany pay?","$5,000","$2,350","$1,350","$2,650",B,stemez-Business
"Under the Truth-In-Lending regulations, what must a retailer indicate on the sales contract as the annual interest rate if he charges 1(1 / 2)% interest per month on the unpaid balance of each customer's account?",20%,12%,15%,18%,D,stemez-Business
"Shipley and Star ordered one lot of portable cassette machines from StereoElectonics, list-priced at $987.70, on June 3. The invoice was dated June 10 and the terms were (n/30) ROG. (a) On what date would the payment be due if the machines were received July 30? (b) If the terms (2/10), (n/30) were offered, payment was made on August 4 and the invoice was date July 30, what was the amount paid?","August 10, $967.95","July 30, $987.70","August 30, $987.70","August 29, $967.95",D,stemez-Business
Mr. Beame placed $400 in a bank which pays 3% interest compounded semiannually. How much interest did he get after 2 years?,$24.54,$22.50,$20.00,$25.00,A,stemez-Business
"Maxwell's Gift Shoppe computes its inventory at selling price, which represents a 37(1/2)%markonover cost. If the value of the inventory as of December 31 was $5954, what was the value of the inventory at cost?","$5,954","$1,623.82","$7,284.18","$4,330.18",D,stemez-Business
A pair of hiking boots costs $25 to produce. The Sure-grip Shoe Co. wishes to sell these booths for 15 percent more than they cost to produce. What is the manufacturer's increase over the cost?,$3.50,$3.75,$4.00,$2.50,B,stemez-Business
The Bears Company had the following inventory data for 19X8. Units Cost per Unit Beginning inventory 10 $8.00 First purchase 7 9.00 Second purchase 5 9.00 Third purchase 8 11.00 Fourth purchase 4 10.00 Fifth purchase 10 12.00 Sixth purchase 6 12.50 Units sold 34 What is the ending inventory using: (a) weighted average? (b) LIFO? (c) FIFO?,"$150, $120, $180","$163.84, $134, $195","$175, $130, $200","$160, $140, $190",B,stemez-Business
"What is the net price of a bed that is list-priced at $300 and discounted first at 30%, and then at 20%?",$180,$168,$132,$210,B,stemez-Business
Parks Wholesalers are offering a chain discount of 25-10-5% on sofas. What is an equivalent single discount for this series?,40%,50%,35.875%,25%,C,stemez-Business
"Sometimes, when the percentages in a discount series are familiar fractions, such as 33(1/2)% = (1/3) , 12(1/2)% = (1/8) or 6(1/4)% = (1/16) you can solve the problem more easily if you change the order of the discounting. What is the net amount you get from (a) $63.60 less 16(2/3)% and 10% (b) $126.00 less 2% and 66(2/3)%?","$47.70, $41.16","$5.30, $0.84","$10.60, $84.00","$53.00, $42.00",A,stemez-Business
How can you express the discount series 20-10% as one single discount?,10%,28%,18%,20%,B,stemez-Business
"Pinson's Wholesale Hardware Company is taking a year-end inventory of all merchandise on hand. Among the items to be counted are steel bolts. There are 44,000 of these bolts on hand by actual count on December 31. The purchase and inventory records reveal the following information: Quantity Cost per M January 1 (beginning inventory) 27,000 $6.00 March 12 purchase 50,000 $6.50 September 11 purchase 35,000 $7.00 December 3 purchase 40,000 $7.50 Find the value of the December 31 inventory by (a) the average cost method, (b) the FIFO method, and (c) the LIFO method.","Average cost: $250.00, FIFO: $300, LIFO: $200.00","Average cost: $350.00, FIFO: $400, LIFO: $300.00","Average cost: $400.00, FIFO: $450, LIFO: $350.00","Average cost: $298.76, FIFO: $328, LIFO: $272.50",D,stemez-Business
"A wholesaler was going out of business so he sold merchandise for $1,288 at a loss of 8 percent of his original cost. Find the original cost of the merchandise.","$1,600.00","$1,400.00","$1,200.00","$1,500.00",B,stemez-Business
Mr. Josephson put $200 in a savings account which receives 4% interest compounded semiannually. Find the present valueof his account after 2 years.,$216.49,$210.00,$204.00,$220.50,A,stemez-Business
"An invoice of $10,000 is marked (6/10), (n/30). Find the annual percentage rate.",6.38%,76.56%,60%,94%,B,stemez-Business
"Pauline DiLorenzo wishes to purchase a store valued at $26,000. She obtains a mortgage for $23,000 at a rate of 5.5% per annum. If her gross income is $3,500 and her expenses are $1,800, what is the return on her investment?",12.5%,15.5%,14.5%,10.5%,C,stemez-Business
"Mr. Green, who is 35 years old, has just purchased a new car. The car is classified as symbol 5, and is kept in 06 territory. He has had one accident in the last three years. If he uses the new car for business, what is the difference in cost between $50-deductible and $100-deductible collision insurance?",$40,$50,$45,$35,C,stemez-Business
"During a riot, Mr. Winter's car was overturned causing $346.50 in damage.Mr. Winter had $50-deductible col-lision insurance, but no comprehensive coverage. How much will theinsurance company pay Mr. Winter?",$346.50,$296.50,full coverage of damage,not pay him anything,D,stemez-Business
Mr. I.F.Sarbopurchased a fire insurance policy for his home withan annual premium of $32 on July 17. On September 22 hecanceled his policy. What was his refund?,$32,$14.72,$9.28,$22.72,D,stemez-Business
"ABC Corporation shows total assets of $75,000 and total liabilitiesof $52,000. If the Corporation has only 500 shares ofstock outstanding, what is the book value per share?",$50 per share,$40 per share,$46 per share,$30 per share,C,stemez-Business
"Janet Firestone purchased an option on a stock for $175 giving her the right to buy 100 shares at 14(1/2) within 90 days. One month later, she exercised her option and then sold the stock on the same day for 17. What was her profit on the stock?",$100,$75,$65,$85,B,stemez-Business
"From the information given below, calculate the net profit for the Spring Hills Bakery for the month ended June 30: Revenue from Sales $4,400 Sales Returns $ 140 Merchandise Inventory - June 1 $6,500 Merchandise Inventory - June 30 $5,900 Purchases during June $2,200 Salary Expense $750 Telephone Expense $20 Rent Expense $125 Miscellaneous Expenses $45","$4,400","$2,800",$520,"$3,880",C,stemez-Business
"Jim and Joe are partners who share profits and losses equally. Last year, their firm's net profit was $28,400. What is each partner's profit?","$21,600","$28,400","$14,200","$7,200",C,stemez-Business
"Teddy's Auto Parts is renting a warehouse. The lease stipulates that the tenant must pay an annual rent of $2 per square foot, plus taxes and insurance. If the taxes are $12,000 a year, the insurance is $400, and the warehouse contains 62,500 square feet, what is Teddy's cost for the occupancy of the warehouse for one year?","$125,000","$137,400","$12,400","$62,500",B,stemez-Business
"Mr. Singer insured his house for $36,000 with a policy containing an 80% coinsurance clause. If the house has a value of $45,000 and he suffers a fire loss of $10,500, how much will the insurance company pay?","$8,500","$10,500","$11,000","$9,000",B,stemez-Business
"Policy Face Value of Policy Premium Rate Term of Policy Premium 1 $ 9,000 $.28 per$100 1 year 2 $52,000 $.35 per$100 3 years 3 $28,000 $.42 per$100 1 year","Policy 1: $25.20, Policy 2: $182.00, Policy 3: $117.60","Policy 1: $52.00, Policy 2: $182.00, Policy 3: $28.00","Policy 1: $28.00, Policy 2: $491.00, Policy 3: $117.00","Policy 1: $25.20, Policy 2: $491.40, Policy 3: $117.60",D,stemez-Business
How much would a $100-deductible collision insurance policypay on an accident causing a repair bill of $89.90. How much would be paid against a $50-deductible policy on arepair bill of $76.40 resulting from a collision?,$89.90 and $76.40,$100 and $50,$0 and $26.40,$0 and $50,C,stemez-Business
"Paul wants to know how much exact interest he would have to pay if he took a loan of $720, with interest rate of 5% per year, from April 25 to June 15.",$4.03,$5.03,$7.03,$6.03,B,stemez-Business
Nancy Miller deposited $800 for 3 years. Her interest is compoundedsemiannually at 5%. How much interest accumulated?,$130.00,$125.50,$127.75,$120.75,C,stemez-Business
"On January 17, the shirt buyer for Wellington's Department Store decided to determine his open-to-buy. The following figures were available: Present inventory at retail (Jan 17) Inventory commitments (Jan 17) Planned end-of-month inventory (Jan 31) Planned sales Actual sales Planned markdowns Actual markdowns $12,000 3,000 15,000 6,000 3,000 500 200 What is the buyer's open-to-buy?","$15,000","$18,300","$6,000","$3,300",D,stemez-Business
"MargaretDenaultrecently rented a truck to drive 516 miles in days and 17 hours, using 54 gallons of gasoline. The rental company charged her $32 per day, $.22 per mile, and $.445 per gal-lon of gas. Extra hours were charged $2.75 per hour. Find the total cost of the rental.",$142.75,$24.03,$280.30,$113.52,C,stemez-Business
"A reclining chair has a list price of $635 with a trade discount of 16%. What is the net price, i.e., the market price?",$635,$734.60,$101.60,$533.40,D,stemez-Business
Martha Michael spends $360 on her monthly telephone bills. This amounts to 6 (1 / 4) % of her earnings for the year. Find her yearly earnings.,"$4,500","$6,200","$5,500","$5,760",D,stemez-Business
Express (2 / 5) and [1 / (100)] as a percentage.,"40%, 0.5%","20%, 0.25%","40%, 0.25%","20%, 0.5%",C,stemez-Business
"The dividend return per annum on an investment was $900. Given this was an annual return of 6 percent, how much was invested?","$15,000.00","$14,000.00","$17,000.00","$16,000.00",A,stemez-Business
"What is the total cost of mailing to an overseas country a 3% ounce letter that contains documents valued at $225 by registered mail? The overseas postal rates are 31\textcent for each (1 / 2) ounce up to 2 ounces, and 26$ for each additional (1 / 2) ounce. The registry fee for a letter worth $225 is $2.60.",$5.62,$3.62,$4.62,$4.72,C,stemez-Business
"Kirk and Martin are partners and have agreed that, after interest at 6% is allowed on average investment, Kirk will receive one third and Martin two thirds of the remaining profits. On Jan. 1, Kirk's net worth was $72,000 and Martin's was $63,000. Kirk withdrew $3,000 on July 1 and made an additional investment of $1,200 on Nov, 1. On Aug. 1 Martin withdrew $1,800. If profits for the year amounted to $37,080, what was each partner's share?","Kirk's share of total profits: $13,500, Martin's share of total profits: $23,500","Kirk's share of total profits: $13,943, Martin's share of total profits: $23,137","Kirk's share of total profits: $14,000, Martin's share of total profits: $23,080","Kirk's share of total profits: $14,500, Martin's share of total profits: $22,580",B,stemez-Business
Family Games Wholesalers is offering the Captain Marvel Pinball Machine at a list price of $900 with a 25% discount. What is the net price of the pinball machine?,$775,$675,$825,$725,B,stemez-Business
"Edward's Electronics had a March 1 inventory of $42,000, with a planned inventory of $36,000 for March 31. The store plans sales for the month of $22,000, with an additional $2,000 in planned markdowns. The store already has a $6,000 commitment to purchase inventory during the month. What is the store's open-to-buy?","$6,000","$60,000","$48,000","$12,000",D,stemez-Business
"Mrs. Smith deposited $200 in her savings account at an interest rate of 5%, compounded semiannually. If she leaves the money in the account for 5 years, how much will she have at the end of that period of time? How much interest will she have earned?",$275.00 and $75.00,$300.00 and $100.00,$220.00 and $20.00,$256.02 and $56.02,D,stemez-Business
"A loan of $1,262.77 is made on March 15 and repaid on August 12. If the interest rate is 8% per year, what is the amount of interest? (use exact time)",$41.52,$45.67,$50.23,$32.34,A,stemez-Business
